author_id,created_at,id,lang,retweet_count,text,sinal
43961870,2022-08-08T00:34:53Z,"1,56E+18",pt,92,RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,
43961870,2022-08-08T00:34:51Z,"1,56E+18",pt,26,RT @EdegarPretto Eu vi trabalhadores donos de mercado chorarem na frente da TV porque primeiro vento na Região Metropolitana Capita…,0
2899642751,2022-08-08T00:34:50Z,"1,56E+18",pt,7,RT @NatashaPSOL O Heinze disse que quer aumentar autoestima povo gaúcho Como Enfiando cloroquina goela abaixo Ou chamando o povo d…,0
2163929310,2022-08-08T00:34:48Z,"1,56E+18",pt,5,RT @EngZini Quero solidarizar com 40 mil famílias que perderam seus entes na pandemia aqui RS Considero que foram medidas crimi…,0
"8,50E+17",2022-08-08T00:34:47Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
43961870,2022-08-08T00:34:45Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
"1,20E+18",2022-08-08T00:34:44Z,"1,56E+18",pt,0,direita gaúcha sempre foi asquerosa mas está nítido neste debate que são burro também   #DebateNaBandRS,0
"1,48E+18",2022-08-08T00:34:42Z,"1,56E+18",pt,0,@bandrs É o mais preparado EDUARDO LEITE 45 #UniãoBrasilRS #DebatenaBandRS,1
"1,19E+18",2022-08-08T00:34:39Z,"1,56E+18",pt,0,PDT… PT… PSDB  teatro das tesouras ao vivo  #DebateNaBandRS,0
43961870,2022-08-08T00:34:39Z,"1,56E+18",pt,80,RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,
"1,06E+18",2022-08-08T00:34:38Z,"1,56E+18",pt,0,Leite volta falar que cuidar das mulheres é cuidar RS Cita 16 anos da Lei Maria da Penha e ampliação das patrulhas Diz que criaram sala das margaridas que acolhe mulheres vítimas de violência #DebateNaBandRS,1
236801589,2022-08-08T00:34:38Z,"1,56E+18",pt,20,RT @LeonelRadde Daqui pouco tem o nosso futuro Governador RS @EdegarPretto demolindo Debate da @bandrs  É o time @LulaOficia…,1
221548490,2022-08-08T00:34:38Z,"1,56E+18",pt,0,@olivio_dutra @EdegarPretto Não tem transmissão pelo twitter,
1296809072,2022-08-08T00:34:37Z,"1,56E+18",pt,0,Esse personagem feministo queer doEduardo Leite não engana ninguém alguém pergunta pra ele o que o governo dele fez pelas mulheres em Pelotas \nfraudou exames de câncer de mama \n\n#DebateNaBandRS,0
"1,12E+18",2022-08-08T00:34:34Z,"1,56E+18",pt,0,Eduardo Leite falando de cuidar das mulheres Não esqueçam dos exames em Pelotas Não esqueçam da falta de políticas públicas reais para o feminicídio Esse aí não engana mais ngm #DebateNaBandRS,0
"1,25E+18",2022-08-08T00:34:31Z,"1,56E+18",pt,131,RT @LeonelRadde Onyx Caixa 2 já mentiu umas 200 vezes nesse debate propagando fake news na cara dura \nAqui está verdade ,0
"1,33E+18",2022-08-08T00:34:29Z,"1,56E+18",pt,0,proposta Argenta para mulheres é acabar com todas secretarias \n\nvai sobrar só 1 secretaria secretaria da mulher é isso  #DebateNaBandRS,0
2825577350,2022-08-08T00:34:27Z,"1,56E+18",pt,8,RT @elvispiccolivar @EdegarPretto é filho de agricultores familiares Veio cabo da enxada e\ndesde cedo aprendeu o valor trabalho no…,1
236801589,2022-08-08T00:34:26Z,"1,56E+18",pt,7,RT @mariadorosario Daqui pouco tem #DebateNaBandRS \nFiquem ligados em @EdegarPretto q vai apresentar nosso programa de desenvolvimento e…,
43961870,2022-08-08T00:34:26Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0
"9,89E+17",2022-08-08T00:34:21Z,"1,56E+18",pt,1217,RT @onyxlorenzoni O esquerdista Peninha sujeito que exala ódio e prega violência e crimes em um vídeo  não representa o Rio Grande Su…,0
"1,28E+18",2022-08-08T00:34:20Z,"1,56E+18",pt,0,RS DA ESPERANÇA  COM EDEGAR  PRETTO #DebateNaBandRS  #LulaOlivioPrettoRuas,1
164066827,2022-08-08T00:34:20Z,"1,56E+18",pt,1,Onix representante Bolsonaro oficial\nHeinze representante bolsonarismo raiz\n\nDuas faces da mesma moeda falta de opção não vai ter pra quem ainda tem coragem de seguir o bozo Até entre os outros Muita política Bolsonarista disfarçada\n\n#DebateNaBandRS,0
44960800,2022-08-08T00:34:18Z,"1,56E+18",pt,0,O Eduardo Leite não tem vergonha na cara de tá concorrendo ao cargo de governador depois de tudo que fez e falou  #DebateNaBandRS,0
88671665,2022-08-08T00:34:15Z,"1,56E+18",pt,131,RT @LeonelRadde Onyx Caixa 2 já mentiu umas 200 vezes nesse debate propagando fake news na cara dura \nAqui está verdade ,0
368971994,2022-08-08T00:34:14Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
"1,53E+18",2022-08-08T00:34:13Z,"1,56E+18",pt,2,O @EduardoLeite_ fala em mulheres empreendedoras mas como empreender se sob seu governo economia caiu 38 Como crescer se única política econômica de seu governo foi lógica de venda Paulo Guedes e Bolsonaro\n\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,0
"1,46E+18",2022-08-08T00:34:07Z,"1,56E+18",pt,0,@EduardoLeite_ Vc pegou o dinheiro da pandemia para pagar folha seus funcionários vc não fez um hospital de urgência,0
"8,13E+17",2022-08-08T00:34:06Z,"1,56E+18",pt,23,RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,
115466069,2022-08-08T00:34:05Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
179749078,2022-08-08T00:34:04Z,"1,56E+18",pt,2,Precisamos estar atentos contra o entreguismo que é público que pertence ao povo Companheiro @EdegarPretto está ao lado dos trabalhadores e trabalhadoras e tem palavra de gaúcho ,0
40696104,2022-08-08T00:34:02Z,"1,56E+18",pt,2,Que lindo Eduardo Leite pensando nas mulheres Ainda bem que tu pensou nas mulheres de Pelotas que tiveram o resultado dos exames pra detectar câncer adulterados né Milk \n#DebateNaBandRS,0
"1,25E+18",2022-08-08T00:33:59Z,"1,56E+18",pt,0,Por enquanto nenhum candidato além @EdegarPretto  apresentou uma proposta apenas divagações\n#DebateNaBandRS,1
67401415,2022-08-08T00:33:59Z,"1,56E+18",pt,84,RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0
178553405,2022-08-08T00:33:59Z,"1,56E+18",pt,84,RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0
564350736,2022-08-08T00:33:57Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
"1,19E+18",2022-08-08T00:33:54Z,"1,56E+18",pt,0,Senador Heinze dando respostas baseadas com o conhecimento de quem fez e tem propostas Responde não foge Parabéns Senador #DebateNaBandRS,1
"1,40E+18",2022-08-08T00:33:54Z,"1,56E+18",pt,0,"Até o Bogo da aula ao Onix Vieram pessoas de fora para comandar o Banrisul"" diz o Onix O problema n é se virem pessoas de fora o problema é prepararem para privatização desprezando o papel que o Banrisul tem como indutor desenvolvimento  #DebatenaBandRS",0
"1,51E+18",2022-08-08T00:33:53Z,"1,56E+18",pt,1,Bolão relâmpago Quem morre primeiro #DebateNaBandRS ,0
"1,37E+18",2022-08-08T00:33:51Z,"1,56E+18",pt,35,@onyxlorenzoni está muito bem debate até aqui Firme tranquilo respondendo tom adequado à camarilha esquerdista 🤡 #DebateNaBandRS ,0
130585038,2022-08-08T00:33:49Z,"1,56E+18",pt,1,Sem dúvidas os mais lúcidos são @EduardoLeite_ e o candidato partido Novo,1
"1,22E+18",2022-08-08T00:33:48Z,"1,56E+18",pt,5,RT @bandrs Todos os candidatos já estúdio aguardando o debate com início às 2100 #DebateNaBand #DebateNaBandRS ,
612153535,2022-08-08T00:33:45Z,"1,56E+18",pt,2,Curioso que esses candidatos que tanto falam em cortar despesas Estado nunca mencionam nada em relação sonegação de impostos 🤔\nE são empresários\n#DebateNaBandRS,0
"1,31E+18",2022-08-08T00:33:43Z,"1,56E+18",pt,0,@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Argenta responde que vai fazer uma secretaria para metade sul pois é um local que tem muitas oliveiras e vinhas \n\na pergunta era sobre mulheres\n\n#DebateNaBandRS,0
2235596608,2022-08-08T00:33:41Z,"1,56E+18",pt,39,RT @EdegarPretto O Banrisul será fortalecido não somente para comemorar lucros mas para desenvolver o Rio Grande apoiando indústria…,
"1,44E+18",2022-08-08T00:33:40Z,"1,56E+18",qme,0,@dimacgarcia @EduardoLeite_ ,
"1,37E+18",2022-08-08T00:33:40Z,"1,56E+18",pt,0,Eduardo Leite vê um empresário na frente já saí lambendo bunda#DebateNaBandRS,0
809883120,2022-08-08T00:33:39Z,"1,56E+18",pt,0,Argenta dizendo que 70 das pessoas que ele explora emprega são mulheres\n\nQuase um feministo \n\n#DebateNaBandRS,0
53097114,2022-08-08T00:33:39Z,"1,56E+18",pt,1,Esse é o meu futuro governador @EdegarPretto\n\n #LulaOlivioPrettoRuas\n #DebatenaBandRS ,1
"1,55E+18",2022-08-08T00:33:37Z,"1,56E+18",es,74,RT @onyxlorenzoni Ao vivo Debate na Band \n,
2235596608,2022-08-08T00:33:36Z,"1,56E+18",pt,23,RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,
"8,80E+17",2022-08-08T00:33:35Z,"1,56E+18",pt,131,RT @LeonelRadde Onyx Caixa 2 já mentiu umas 200 vezes nesse debate propagando fake news na cara dura \nAqui está verdade ,0
312883567,2022-08-08T00:33:34Z,"1,56E+18",pt,84,RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0
"1,44E+18",2022-08-08T00:33:33Z,"1,56E+18",qme,0,@EduardoLeite_ ,
76432124,2022-08-08T00:33:32Z,"1,56E+18",pt,2,Resposta de Carlos Vieira da Cunha PDT à pergunta inicial #DebateNaBand #DebateNaBandRS ,
2235596608,2022-08-08T00:33:32Z,"1,56E+18",pt,13,RT @luizmuller O Onix Lorenzoni sempre apoiou o Leite na política de Privatização e Desmonte  Agora critica o parceiro privateiro Barbar…,0
18162554,2022-08-08T00:33:30Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
2865326772,2022-08-08T00:33:25Z,"1,56E+18",pt,11,Eduardo Leite falando das mulheres sobre violência contra mulheres levantou bola para o Argenta lembrar o que ele fez com mulheres e os exames de câncer lá quando ele foi prefeito de Pelotas #DebateNaBandRS,0
"1,44E+18",2022-08-08T00:33:22Z,"1,56E+18",pt,5,RT @luizmuller Acompanhe #AoVivo #DebateNaBandRS Começou bem @EdegarPretto dando aula debate,
85902605,2022-08-08T00:33:21Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
"1,53E+18",2022-08-08T00:33:21Z,"1,56E+18",pt,0,Seu Argenta vá descansar seu Argenta #DebateNaBandRS,0
789845232,2022-08-08T00:33:21Z,"1,56E+18",pt,5,RT @bandrs Resposta de Onyx Lorenzoni PL à pergunta inicial #DebateNaBand #DebateNaBandRS ,
192405384,2022-08-08T00:33:19Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
95524945,2022-08-08T00:33:16Z,"1,56E+18",pt,0,Pelo sotaque aparência aposto que Vicente Bogo é ex-seminarista Essa ombreira diz muito\n\n#DebateNaBandRS,0
"8,16E+17",2022-08-08T00:33:15Z,"1,56E+18",pt,2,RT @Henriqueptpel Começou o neoliberal  Novo com discurso anti política e vendendo terreno na lua como se representação política fos…,0
2737716509,2022-08-08T00:33:15Z,"1,56E+18",pt,0,@EduardoLeite_ Sim Impostos arrancando o Sangue dos Gaúchos,0
53097114,2022-08-08T00:33:15Z,"1,56E+18",pt,23,RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,
545681135,2022-08-08T00:33:12Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
"8,16E+17",2022-08-08T00:33:11Z,"1,56E+18",pt,16,RT @Henriqueptpel O Onyx diz pra você povo gaúcho que Bolsonaro acertou na economia Ou seja agricultura familiar abandonada um milhão…,
135701262,2022-08-08T00:33:10Z,"1,56E+18",pt,73,RT @matheuspggomes Pelo visto o Onyx não sabe absolutamente nada sobre realidade Rio Grande Sul Vai passar eleição toda faland…,0
549588952,2022-08-08T00:33:09Z,"1,56E+18",pt,8,RT @Rafael_Serra Após fala Onyx Lorenzoni #DebateNaBandRS até fui olhar o calendário para ver não estava dia 1° de abril,0
"1,44E+18",2022-08-08T00:33:08Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
"6,97E+17",2022-08-08T00:33:07Z,"1,56E+18",pt,0,#DebateNaBandRS\n#EdegarPrettoGovernador\n#OlívioSenador\n#LulaPresidente \n#LulaOlivioPrettoRuas\n#RSqueoPovoQuer \nNosso próximo governador @EdegarPretto PT-PSOL-PCdoB-PV ao vivo debate da Band\n ,
46826922,2022-08-08T00:33:05Z,"1,56E+18",qme,0,#debatenabandrs  ,
46504583,2022-08-08T00:33:03Z,"1,56E+18",pt,0,@wmfigueiredo @EduardoLeite_ Você deve ser um comércio já que o Duduzinho fechou os comércios e deixou várias famílias na fome sem emprego\n\nComércio Fechado com Duduzinho Milk,0
312883567,2022-08-08T00:33:03Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
3182481604,2022-08-08T00:33:02Z,"1,56E+18",pt,80,RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,
"7,80E+17",2022-08-08T00:32:59Z,"1,56E+18",pt,29,RT @dimacgarcia @EduardoLeite_ Opa caiu isso daqui ,
49735947,2022-08-08T00:32:59Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
181071079,2022-08-08T00:32:59Z,"1,56E+18",pt,3,RT @bandrs Resposta candidato Roberto Argenta PSC à pergunta inicial #DebateNaBand #DebateNaBandRS ,
"1,51E+18",2022-08-08T00:32:58Z,"1,56E+18",pt,0,Cara tem UM PADRE falando #DebateNaBandRS,
"1,48E+18",2022-08-08T00:32:56Z,"1,56E+18",pt,0,@bandrs VAMOS EDUARDO LEITE 45 #UniãoBrasilRS #DebatenaBandRS,1
"1,28E+18",2022-08-08T00:32:54Z,"1,56E+18",pt,0,Estou com Edegar #DebateNaBandRS  #LulaOlivioPrettoRuas,1
40865410,2022-08-08T00:32:54Z,"1,56E+18",pt,0,@onyxlorenzoni Olha gente de bem que nem tu que faz Caixa 2 e é amigo presidente mais desgraçado da história eu prefiro ficar lado Peninha,0
"1,06E+18",2022-08-08T00:32:54Z,"1,56E+18",pt,0,Leite pergunta ao Argenta sobre ações para que mulheres possam empreender mais estado e sejam protegidas da violência\n\nArgenta diz que nas empresas dele 70 são mulheres e que pretende reduzir secretarias mas criar uma especial para metade sul #DebateNaBandRS,1
"1,31E+18",2022-08-08T00:32:52Z,"1,56E+18",pt,0,@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Chega @EduardoLeite_ com uma pergunta para Roberto Argenta sobre políticas para mulheres #DebateNaBandRS,
69983404,2022-08-08T00:32:51Z,"1,56E+18",es,74,RT @onyxlorenzoni Ao vivo Debate na Band \n,
3387497992,2022-08-08T00:32:51Z,"1,56E+18",pt,0,Má gestão Banrisul Pq vieram pessoas de fora Kkkk ah pronto 🤦‍ #ContémIronia #DebateNaBandRS,0
68761173,2022-08-08T00:32:51Z,"1,56E+18",qme,0,@EduardoLeite_ ,
2591286051,2022-08-08T00:32:50Z,"1,56E+18",und,0,@EduardoLeite_ Zé,0
"7,84E+17",2022-08-08T00:32:47Z,"1,56E+18",pt,18,RT @lfdavilaoficial O RS pode escolher um novo caminho \n\nHoje o @RicardoJobim30\nirá mostrar que é o mais preparado e tem melhores prop…,1
33299033,2022-08-08T00:32:47Z,"1,56E+18",pt,84,RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0
220416677,2022-08-08T00:32:47Z,"1,56E+18",pt,74,RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,
41175313,2022-08-08T00:32:45Z,"1,56E+18",pt,0,O CHUVEIRO TÁ ESTRAGADO \n#DebateNaBandRS ,
"1,30E+18",2022-08-08T00:32:44Z,"1,56E+18",pt,5,RT @EngZini Se fuga ao tema fosse critério de cessação de candidaturas assim como é redação de vestibular já reduziria em mais da metade…,0
62321663,2022-08-08T00:32:42Z,"1,56E+18",pt,0,Parabéns pro PSB que retirou o Bogo da sua tumba e sequer coloca um adesivo com número paletó velho #DebateNaBandRS,1
68759158,2022-08-08T00:32:42Z,"1,56E+18",pt,5,RT @Henriqueptpel O que não é bom pro Rio Grande @onyxlorenzoni  é lógica privatista BB e Caixa tiveram lucros mas economia recuou…,0
68761173,2022-08-08T00:32:35Z,"1,56E+18",pt,17,RT @EduardoLeite_ “Nós viramos o jogo com um esforço feito ao longo dos últimos anos saímos de uma agenda de crise para uma agenda de in…,1
"1,30E+18",2022-08-08T00:32:34Z,"1,56E+18",pt,20,RT @JulianaBrizola Leite adora dizer que “virou o jogo RS” Perguntem aos professores e brigadianos que jogo ele virou Pq pro funciona…,0
1693931534,2022-08-08T00:32:33Z,"1,56E+18",pt,1,@EdegarPretto @PTpoa @EduardoLeite_ é um reles mentiroso Não engana mais ninguém,0
"1,52E+18",2022-08-08T00:32:33Z,"1,56E+18",pt,16,"RT @Valdeci13rs Se Deus quiser vou eleger governador e eu vou anular todos os atos de privatização da nossa Corsan"" afirma @EdegarPr…",1
2391035244,2022-08-08T00:32:28Z,"1,56E+18",pt,74,RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,
"1,52E+18",2022-08-08T00:32:26Z,"1,56E+18",pt,0,@onyxlorenzoni Esperamos honestidade e respeito forças policiais q nunca deixaram o crime tomar conta RS mas perderam seus direitos adquiridos anos cm desgoverno mentiroso Leite qualhado esperamos q o Sr valorize Brigada Militar que mais faz diferença contra o crime Abraço,0
230716775,2022-08-08T00:32:25Z,"1,56E+18",pt,29,RT @dimacgarcia @EduardoLeite_ Opa caiu isso daqui ,0
"1,25E+18",2022-08-08T00:32:23Z,"1,56E+18",pt,26,RT @EdegarPretto Eu vi trabalhadores donos de mercado chorarem na frente da TV porque primeiro vento na Região Metropolitana Capita…,0
35747858,2022-08-08T00:32:23Z,"1,56E+18",pt,13,O Onix Lorenzoni sempre apoiou o Leite na política de Privatização e Desmonte  Agora critica o parceiro privateiro Barbaridade #DebateNaBand #DebateNaBandRS #LulaOlivioEdegarRuas,
488678969,2022-08-08T00:32:23Z,"1,56E+18",pt,0,Esses gaúchos tem o meu voto e o meu respeito\n#LulaOlivioEdegarRuas #DebateNaBandRS ,1
312883567,2022-08-08T00:32:22Z,"1,56E+18",pt,80,RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,
116829646,2022-08-08T00:32:20Z,"1,56E+18",pt,23,Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de esperança\n#LulaOlivioPrettoRuas #DebatenaBandRS ,
84134676,2022-08-08T00:32:19Z,"1,56E+18",es,1,RT @ElaineTarelli Debate na Band\n@psbrs \n@vicentebogo ,
68759158,2022-08-08T00:32:19Z,"1,56E+18",pt,4,O nosso futuro governador @EdegarPretto conhece o RS de ponta ponta e sabe das dificuldades\r mas também potencial de cada região por isso prioriza o diálogo e participação\r popular como nos governos  @Olivio_Dutra e @TarsoGenro\n#DebatenaBandRS\n#LulaOlivioPrettoRuas,1
"1,53E+18",2022-08-08T00:32:18Z,"1,56E+18",pt,5,O que não é bom pro Rio Grande @onyxlorenzoni  é lógica privatista BB e Caixa tiveram lucros mas economia recuou não abriu crédito pra pequenos  e médios produtores e empresas Não foram bancos de fomento\n\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,0
"1,29E+18",2022-08-08T00:32:17Z,"1,56E+18",pt,0,VAMOS EDUARDO LEITE 45 #UniãoBrasilRS #DebatenaBandRS,1
4926227979,2022-08-08T00:32:13Z,"1,56E+18",pt,80,RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,
3165600898,2022-08-08T00:32:09Z,"1,56E+18",pt,0,@bandrs VAMOS EDUARDO LEITE 45 #UniãoBrasilRS #Marcelolima #DebatenaBandRS,1
"1,28E+18",2022-08-08T00:32:08Z,"1,56E+18",qme,0,#DebateNaBandRS  #LulaOlivioPrettoRuas ,
98679784,2022-08-08T00:32:07Z,"1,56E+18",pt,0,Alguns surpresos com o bom desempenho de Edegar Pretto debate Só para quem não o conhecia Fui chefe na Casa Civil enquanto ele presidiu AL Discordávamos de quase tudo mas conheci ali um preparado líder de esquerda E leal na divergência\n\n#DebateNaBandRS #BandJornalismo,1
760557686,2022-08-08T00:32:07Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
"1,53E+18",2022-08-08T00:32:06Z,"1,56E+18",pt,1,@edegarpretto é o candidato da ESPERANÇA\n\n #DebateNaBandRS #LulaOlivioPrettoRuas ,
"7,46E+17",2022-08-08T00:32:02Z,"1,56E+18",pt,5,RT @luizmuller Acompanhe #AoVivo #DebateNaBandRS Começou bem @EdegarPretto dando aula debate,
"1,37E+18",2022-08-08T00:32:01Z,"1,56E+18",pt,80,RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,
"1,31E+18",2022-08-08T00:31:59Z,"1,56E+18",pt,0,@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Então @vicentebogo afirma que o Banrisul precisa ser gerido como um ente estado e da sociedade e assim profissionalizado #DebateNaBandRS,
3308057263,2022-08-08T00:31:56Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,
"9,22E+17",2022-08-08T00:31:54Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
"1,54E+18",2022-08-08T00:31:51Z,"1,56E+18",pt,4,O CANDIDATO LULA RS\n\n#DebateNaBandRS\n#LulaOlivioPrettoRuas ,
4160273056,2022-08-08T00:31:50Z,"1,56E+18",pt,0,@onyxlorenzoni Mas ele ainda nem precisou pedir desculpas por ter recebido propina,0
"1,37E+18",2022-08-08T00:31:49Z,"1,56E+18",pt,9,RT @SantosPaulinho @EdegarPretto firme na defesa patrimônio público patrimônio das gaúchas e dos gaúchos O Banrisul e Corsan não…,
"1,52E+18",2022-08-08T00:31:49Z,"1,56E+18",qht,0,#DebateNaBandRS,
"1,39E+18",2022-08-08T00:31:44Z,"1,56E+18",qme,0,@HenriqueFontana @EdegarPretto ,
"1,37E+18",2022-08-08T00:31:44Z,"1,56E+18",pt,4,RT @DedeLulista O Heinze tá só pra mentir #DebateNaBandRS,0
"1,16E+18",2022-08-08T00:31:43Z,"1,56E+18",pt,0,@EdegarPretto @LulaOficial @olivio_dutra @PedroRuasPsol Meu apoio ,
"1,53E+18",2022-08-08T00:31:41Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
"1,06E+18",2022-08-08T00:31:40Z,"1,56E+18",pt,0,Bogo diz que maior desafio é racionalizar gestão pública dentro de empresas autarquias e organizações Afirma que Banrisul não pode ser gerido politicamente e sim deve ser gerido com base sócio majoritário o povo RS #DebateNaBandRS,
71628751,2022-08-08T00:31:39Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
"1,14E+18",2022-08-08T00:31:37Z,"1,56E+18",pt,29,RT @dimacgarcia @EduardoLeite_ Opa caiu isso daqui ,
"1,37E+18",2022-08-08T00:31:37Z,"1,56E+18",pt,16,"RT @Valdeci13rs Se Deus quiser vou eleger governador e eu vou anular todos os atos de privatização da nossa Corsan"" afirma @EdegarPr…",
"1,11E+18",2022-08-08T00:31:35Z,"1,56E+18",qme,1,#EdegarPrettoGovernador \n#DebateNaBandRS \n@EdegarPretto ,
"1,02E+18",2022-08-08T00:31:32Z,"1,56E+18",pt,7,RT @luizmuller #DebateNaBandRS O @EdegarPretto mostrando que veio Junto com #LulaEoPTReconstruirOBrasil e o Rio Grande #DebateNaBand #L…,
71628751,2022-08-08T00:31:32Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,
"1,19E+18",2022-08-08T00:31:31Z,"1,56E+18",pt,0,@EdegarPretto Se não tivessem roubado tanto na petrobras…,
3165600898,2022-08-08T00:31:30Z,"1,56E+18",pt,0,@bandrs Eduardo Leite fez o que precisava ser feito Por isso o Estado está rumo certo #UniãoBrasilRS #Marcelolima #DebatenaBandRS,1
"1,34E+18",2022-08-08T00:31:29Z,"1,56E+18",qme,1,@LulaOficial #LulaNoPrimeiroTurno #DebateNaBandRS ,
"1,38E+18",2022-08-08T00:31:26Z,"1,56E+18",pt,0,@H1SaiaDaMatrix humberto coloca #DebateNaBandRS,
"1,51E+18",2022-08-08T00:31:26Z,"1,56E+18",pt,0,Eu olho pro Bogo e só consigo lembrar de como o Mr Magoo ia parar sem saber nos lugares mais absurdos #DebateNaBandRS,0
52412195,2022-08-08T00:31:24Z,"1,56E+18",es,1,Debate na Band\n@psbrs \n@vicentebogo ,
"1,20E+18",2022-08-08T00:31:24Z,"1,56E+18",pt,26,RT @EdegarPretto Eu vi trabalhadores donos de mercado chorarem na frente da TV porque primeiro vento na Região Metropolitana Capita…,0
